Section,TC_ID,Page_Name,Category,Sub_Category,Sub_Sub_Category,Test_Objective,Precondition,Test_Data,Steps,Expected_Result,Specs,Priority,Testcase_Type,Test_Result,Executed_Date,Tester,Note
Floating Action Button 2,FUN-006,Floating Action Button - phim noi chuc nang 2,FUNCTION,Button Huy,Double Click,"Confirm double clicking cancel button behaves correctly",FAB is in expanded state,,1. Double-click the cancel (X) button,FAB collapses without error,"C. Button huy: Close action",Medium,Normal,,,,
Floating Action Button 2,FUN-007,Floating Action Button - phim noi chuc nang 2,FUNCTION,Keyboard Navigation,Tab Order,"Confirm Tab key navigates through all buttons in correct order",FAB is in expanded state,,"1. Press Tab to focus on first button in expanded FAB
2. Continue pressing Tab to cycle through buttons
3. Observe focus order","Focus moves through buttons in order: The le -> Viet KUDOS -> Huy (X), with visible focus indicator on each",,Medium,Normal,,,,
Floating Action Button 2,FUN-008,Floating Action Button - phim noi chuc nang 2,FUNCTION,Keyboard Activation,Enter on The le,"Confirm pressing Enter on focused 'The le' button triggers navigation","FAB is expanded, 'The le' button has keyboard focus",,"1. Tab to focus on 'The le' button
2. Press Enter",The le UPDATE page/modal (3204:6051) is opened,"A. Button the le: on_click -> 3204:6051",Medium,Normal,,,,
Floating Action Button 2,FUN-009,Floating Action Button - phim noi chuc nang 2,FUNCTION,Keyboard Activation,Enter on Viet KUDOS,"Confirm pressing Enter on focused 'Viet KUDOS' button triggers navigation","FAB is expanded, 'Viet KUDOS' button has keyboard focus",,"1. Tab to focus on 'Viet KUDOS' button
2. Press Enter",Viet Kudo form/modal (520:11602) is opened,"B. Button viet kudos: on_click -> 520:11602",Medium,Normal,,,,
Floating Action Button 2,FUN-010,Floating Action Button - phim noi chuc nang 2,FUNCTION,Keyboard Activation,Enter on Huy,"Confirm pressing Enter on focused cancel button collapses the FAB","FAB is expanded, cancel (X) button has keyboard focus",,"1. Tab to focus on cancel (X) button
2. Press Enter",Expanded FAB panel closes and returns to collapsed state,"C. Button huy: Close action",Medium,Normal,,,,
Floating Action Button 2,FUN-011,Floating Action Button - phim noi chuc nang 2,FUNCTION,ESC Key,,"Confirm pressing Escape key collapses the expanded FAB panel",FAB is in expanded state,,1. Press ESC key,Expanded FAB panel closes and returns to collapsed state,,Medium,Normal,,,,
Floating Action Button 2,FUN-012,Floating Action Button - phim noi chuc nang 2,FUNCTION,Click Outside,,"Confirm behavior when clicking outside the expanded FAB panel area",FAB is in expanded state,,1. Click on an area outside the expanded FAB panel,Expanded FAB panel closes and returns to collapsed state,,Medium,Normal,,,,
Floating Action Button 2,FUN-013,Floating Action Button - phim noi chuc nang 2,FUNCTION,Background Interaction,,"Confirm whether background page elements are interactive while FAB is expanded",FAB is in expanded state,,"1. Try clicking on background page elements
2. Try scrolling the page",Background elements are not interactive while the expanded FAB is open (or closes FAB first then allows interaction - based on spec),,Medium,Normal,,,,
Floating Action Button 2,FUN-014,Floating Action Button - phim noi chuc nang 2,FUNCTION,FAB Position on Scroll,,"Confirm the expanded panel stays fixed when user scrolls",FAB is in expanded state on a scrollable page,,"1. Scroll down using mouse wheel
2. Scroll using keyboard arrows
3. Scroll using Page Down",Expanded FAB panel and all buttons remain at fixed position,,High,Normal,,,,
Floating Action Button 2,FUN-015,Floating Action Button - phim noi chuc nang 2,FUNCTION,FAB State After Reload,,"Confirm the FAB reverts to collapsed state on page reload",FAB is in expanded state,,"1. Press F5 or reload the page
2. Observe the FAB state",FAB is displayed in collapsed state after reload,,Low,Normal,,,,
