Section,TC_ID,Page_Name,Category,Sub_Category,Sub_Sub_Category,Test_Objective,Precondition,Test_Data,Steps,Expected_Result,Specs,Priority,Testcase_Type,Test_Result,Executed_Date,Tester,Note
FUNCTION,FUNC-001,Open Secret Box - Chua Mo,FUNCTION,Open Box,Normal,"Verify user can open a secret box and receive a badge","User is logged in; unopened secret box count >= 1",,"1. Open the secret box modal
2. Click on the box image","Box opens with animation, a random badge is revealed, modal transitions to success state ""MO SECRET BOX THANH CONG""",C - Box image,High,Functional,,,,
FUNCTION,FUNC-002,Open Secret Box - Chua Mo,FUNCTION,Counter,Decrement,"Verify the unopened box counter decreases by 1 after opening","User is logged in; unopened secret box count = 5",counter initial = 5,"1. Open the secret box modal, verify counter shows ""05""
2. Click on the box image to open a box
3. Return to the modal (or observe counter update)","Counter updates from ""05"" to ""04"" after successful box opening","C - Box image; D - Counter",High,Functional,,,,
FUNCTION,FUNC-003,Open Secret Box - Chua Mo,FUNCTION,Open Box,Single badge,"Verify each box opening awards exactly 1 badge","User is logged in; unopened secret box count >= 1",,"1. Open the secret box modal
2. Click on the box image
3. Verify the badge received in the success modal
4. Check the user's badge collection in the database","Exactly 1 badge is added to the user's collection per box opening",C - Box image,High,Functional,,,,
FUNCTION,FUNC-004,Open Secret Box - Chua Mo,FUNCTION,Badge Distribution,Stay Gold 30%,"Verify Stay Gold badge is awarded approximately 30% of the time","Test with statistically significant sample (100 box openings)",sample size = 100,"1. Open 100 secret boxes across test accounts
2. Record the badge received for each opening
3. Calculate percentage of Stay Gold badges","Stay Gold badge is awarded approximately 30% of the time (within acceptable statistical variance)",C - Box image (Stay Gold: 30%),Medium,Functional,,,,
FUNCTION,FUNC-005,Open Secret Box - Chua Mo,FUNCTION,Badge Distribution,Flow to Horizon 25%,"Verify Flow to Horizon badge is awarded approximately 25% of the time","Test with statistically significant sample",sample size = 100,"1. Open 100 secret boxes across test accounts
2. Record the badge received for each opening
3. Calculate percentage of Flow to Horizon badges","Flow to Horizon badge is awarded approximately 25% of the time",C - Box image (Flow to Horizon: 25%),Medium,Functional,,,,
FUNCTION,FUNC-006,Open Secret Box - Chua Mo,FUNCTION,Badge Distribution,Beyond the Boundary 10%,"Verify Beyond the Boundary badge is awarded approximately 10% of the time","Test with statistically significant sample",sample size = 100,"1. Open 100 secret boxes across test accounts
2. Record the badge received for each opening
3. Calculate percentage of Beyond the Boundary badges","Beyond the Boundary badge is awarded approximately 10% of the time",C - Box image (Beyond the Boundary: 10%),Medium,Functional,,,,
FUNCTION,FUNC-007,Open Secret Box - Chua Mo,FUNCTION,Badge Distribution,Root Further 5%,"Verify Root Further badge is awarded approximately 5% of the time","Test with statistically significant sample",sample size = 100,"1. Open 100 secret boxes across test accounts
2. Record the badge received for each opening
3. Calculate percentage of Root Further badges","Root Further badge is awarded approximately 5% of the time",C - Box image (Root Further: 5%),Medium,Functional,,,,
FUNCTION,FUNC-008,Open Secret Box - Chua Mo,FUNCTION,Badge Distribution,Touch of Light 20%,"Verify Touch of Light badge is awarded approximately 20% of the time","Test with statistically significant sample",sample size = 100,"1. Open 100 secret boxes across test accounts
2. Record the badge received for each opening
3. Calculate percentage of Touch of Light badges","Touch of Light badge is awarded approximately 20% of the time",C - Box image (Touch of Light: 20%),Medium,Functional,,,,
FUNCTION,FUNC-009,Open Secret Box - Chua Mo,FUNCTION,Badge Distribution,Revival 10%,"Verify Revival badge is awarded approximately 10% of the time","Test with statistically significant sample",sample size = 100,"1. Open 100 secret boxes across test accounts
2. Record the badge received for each opening
3. Calculate percentage of Revival badges","Revival badge is awarded approximately 10% of the time",C - Box image (Revival: 10%),Medium,Functional,,,,
FUNCTION,FUNC-010,Open Secret Box - Chua Mo,FUNCTION,Badge Distribution,Total probability,"Verify all badge probabilities sum to exactly 100%","Access to badge probability configuration",,"1. Verify configuration: 30% + 25% + 10% + 5% + 20% + 10% = 100%","Total probability equals 100%, no edge case where no badge is awarded",C - Box image (all badge rates),High,Functional,,,,
FUNCTION,FUNC-011,Open Secret Box - Chua Mo,FUNCTION,Zero State,Disabled click,"Verify box image is not clickable when count is 0","User is logged in; unopened secret box count = 0",counter = 0,"1. Open the secret box modal
2. Click on the box image
3. Double-click on the box image","Nothing happens; no box is opened; no error message; no badge awarded","C - Box image (disabled when count=0)",High,Functional,,,,
FUNCTION,FUNC-012,Open Secret Box - Chua Mo,FUNCTION,Zero State,Hidden instruction,"Verify instruction text is hidden when count is 0","User is logged in; unopened secret box count = 0",counter = 0,"1. Open the secret box modal
2. Observe the area between title and box image","Instruction text ""Click vao box de mo"" is not displayed","B - Instruction text (hidden when count=0)",High,Functional,,,,
FUNCTION,FUNC-013,Open Secret Box - Chua Mo,FUNCTION,Open Box,Double click prevention,"Verify rapid double-click does not open two boxes","User is logged in; unopened secret box count >= 2",counter >= 2,"1. Open the secret box modal
2. Rapidly double-click the box image","Only one box is opened; counter decreases by 1 only; only one badge is awarded",C - Box image,High,Functional,,,,
FUNCTION,FUNC-014,Open Secret Box - Chua Mo,FUNCTION,Open Box,Rapid click prevention,"Verify rapid multiple clicks do not open multiple boxes","User is logged in; unopened secret box count >= 5",counter >= 5,"1. Open the secret box modal
2. Rapidly click the box image 5 times in quick succession","Only one box is opened per interaction cycle; subsequent clicks are ignored until the first opening completes",C - Box image,High,Functional,,,,
FUNCTION,FUNC-015,Open Secret Box - Chua Mo,FUNCTION,Data Persistence,Badge save,"Verify awarded badge is persisted in the database","User is logged in; unopened secret box count >= 1",,"1. Open the secret box modal
2. Click box image to open a box
3. Note the badge received
4. Close modal and navigate to user's badge/award collection
5. Verify in database","The awarded badge appears in the user's collection and is stored in the database",C - Box image,High,Functional,,,,
FUNCTION,FUNC-016,Open Secret Box - Chua Mo,FUNCTION,Data Persistence,Counter persistence,"Verify counter reflects accurate count after closing and reopening modal","User is logged in; unopened secret box count = 3",counter initial = 3,"1. Open the secret box modal, verify counter shows ""03""
2. Open one box, counter should show ""02""
3. Close the modal
4. Reopen the modal","Counter shows ""02"" reflecting the updated count","C - Box image; D - Counter",High,Functional,,,,
FUNCTION,FUNC-017,Open Secret Box - Chua Mo,FUNCTION,Edge Case,Last box,"Verify correct behavior when opening the last available box","User is logged in; unopened secret box count = 1",counter = 1,"1. Open the secret box modal, verify counter shows ""01""
2. Click on the box image to open
3. Observe the result","Box opens, badge is awarded, counter updates to ""00"", subsequent reopening of modal shows disabled state (instruction hidden, click disabled)","B - hidden; C - disabled; D - Counter",High,Functional,,,,
FUNCTION,FUNC-018,Open Secret Box - Chua Mo,FUNCTION,Edge Case,Concurrent access,"Verify correct behavior when user opens modal in multiple tabs","User is logged in; unopened secret box count = 1",counter = 1,"1. Open the secret box modal in Tab A
2. Open the secret box modal in Tab B
3. Click box image in Tab A to open
4. Click box image in Tab B to open","Only one box is opened; second tab shows error or updated state; no duplicate badge awarded",C - Box image,Medium,Functional,,,,
FUNCTION,FUNC-019,Open Secret Box - Chua Mo,FUNCTION,Error Handling,Network error,"Verify graceful handling when network fails during box opening","User is logged in; unopened secret box count >= 1",,"1. Open the secret box modal
2. Disconnect network / simulate network failure
3. Click on the box image","Error message is displayed; no box is consumed; counter remains unchanged; user can retry after reconnecting",C - Box image,Medium,Functional,,,,
FUNCTION,FUNC-020,Open Secret Box - Chua Mo,FUNCTION,Error Handling,Server error,"Verify graceful handling when server returns error","User is logged in; unopened secret box count >= 1; simulate server 500 error",,"1. Open the secret box modal
2. Click on the box image (with simulated server error)","Error message is displayed; no box is consumed; counter remains unchanged",C - Box image,Medium,Functional,,,,
FUNCTION,FUNC-021,Open Secret Box - Chua Mo,FUNCTION,Edge Case,Large count,"Verify modal handles large counter values correctly","User is logged in; unopened secret box count = 99",counter = 99,"1. Open the secret box modal
2. Observe the counter display","Counter displays ""99"" correctly without layout breakage",D - Counter,Low,Functional,,,,
FUNCTION,FUNC-022,Open Secret Box - Chua Mo,FUNCTION,Edge Case,Close during animation,"Verify behavior when user closes modal while box is being opened","User is logged in; unopened secret box count >= 1",,"1. Open the secret box modal
2. Click on the box image to start opening
3. Immediately click X button to close modal","Modal closes; if the opening was processed, badge is still awarded and counter decremented; if not processed, no changes occur; data remains consistent",A - Close button; C - Box image,Medium,Functional,,,,
