Section,TC_ID,Page_Name,Category,Sub_Category,Sub_Sub_Category,Test_Objective,Precondition,Test_Data,Steps,Expected_Result,Specs,Priority,Testcase_Type,Test_Result,Executed_Date,Tester,Note
FUNCTION,"TC_KUDOS_FUN_004","Sun* Kudos - Live Board","Check component interaction","Button Phòng ban","Open","Verify click opens department dropdown","User is logged in. Highlight section visible.","","1. Scroll to the Highlight section
2. Click the ""Button Phòng ban"" filter button","Dropdown list of departments (from database) displayed","Yes","High","Normal_Others",,,,
FUNCTION,"TC_KUDOS_FUN_005","Sun* Kudos - Live Board","Check component interaction","Button Phòng ban","Select","Verify selecting a department from dropdown","User is logged in. Button Phòng ban dropdown open.","","1. Click the ""Button Phòng ban"" filter button to open the dropdown
2. Select a department from the dropdown list","Selected department applied as filter; dropdown closes with selection indicated","Yes","High","Normal_Others",,,,
FUNCTION,"TC_KUDOS_FUN_006","Sun* Kudos - Live Board","Check cross-component effect","Hashtag filter apply","Highlight carousel updates","Verify hashtag filter updates carousel","User is logged in. Highlight section has kudos with various hashtags.","","1. Click the ButtonHashtag filter button
2. Select a specific hashtag from the dropdown
3. Observe the Highlight Carousel","Highlight Carousel updates to show only kudos matching selected hashtag","Yes","High","Normal_Others",,,,
FUNCTION,"TC_KUDOS_FUN_007","Sun* Kudos - Live Board","Check cross-component effect","Department filter apply","Highlight carousel updates","Verify department filter updates carousel","User is logged in. Highlight section has kudos from various departments.","","1. Click the ""Button Phòng ban"" filter button
2. Select a specific department from the dropdown
3. Observe the Highlight Carousel","Highlight Carousel updates to show only kudos from selected department","Yes","High","Normal_Others",,,,
FUNCTION,"TC_KUDOS_FUN_008","Sun* Kudos - Live Board","Check component interaction","Carousel Button tiến","Navigate","Verify next button slides carousel forward","User is logged in. Carousel has multiple items; not on last page.","","1. Scroll to the Highlight Carousel
2. Click the ""Button tiến"" (Next) button","Carousel slides to next card; center card changes to next item","Yes","High","Normal_Others",,,,
FUNCTION,"TC_KUDOS_FUN_009","Sun* Kudos - Live Board","Check component interaction","Carousel Button lùi","Navigate","Verify previous button slides carousel backward","User is logged in. Carousel has multiple items; not on first page.","","1. Navigate the carousel forward at least one step
2. Click the ""Button lùi"" (Previous) button","Carousel slides to previous card; center card changes to previous item","Yes","High","Normal_Others",,,,
FUNCTION,"TC_KUDOS_FUN_010","Sun* Kudos - Live Board","Check state transition","Carousel Button tiến","Enabled -> Disabled","Verify next button disables at last page","User is logged in. Carousel has multiple items.","","1. Navigate the carousel forward by clicking ""Button tiến"" repeatedly
2. Continue clicking until the last page is reached","Button tiến becomes disabled when carousel reaches last page","Yes","High","Normal_Others",,,,
FUNCTION,"TC_KUDOS_FUN_011","Sun* Kudos - Live Board","Check state transition","Carousel Button lùi","Enabled -> Disabled","Verify previous button disables at first page","User is logged in. Carousel is on a page beyond the first.","","1. Navigate the carousel backward by clicking ""Button lùi"" repeatedly
2. Continue clicking until the first page is reached","Button lùi becomes disabled when carousel reaches first page (page 1)","Yes","High","Normal_Others",,,,
FUNCTION,"TC_KUDOS_FUN_012","Sun* Kudos - Live Board","Check cross-component effect","Carousel navigation","Pagination indicator updates","Verify pagination updates when navigating carousel","User is logged in. Carousel has multiple pages.","","1. Note the current pagination indicator (e.g.; ""1/5"")
2. Click ""Button tiến"" to go to the next page
3. Observe the pagination indicator","Pagination indicator updates to reflect new current page (e.g.; ""1/5"" to ""2/5""); active page in gold (#FFEA9E)","Yes","High","Normal_Others",,,,
FUNCTION,"TC_KUDOS_FUN_013","Sun* Kudos - Live Board","Check list behavior","Highlight Carousel","Single item","Verify carousel with single item","User is logged in. Only one highlighted kudo exists.","","1. Navigate to the Highlight section where only one kudo is present
2. Observe the carousel and navigation buttons","Single kudo card displayed in center; both Button tiến and Button lùi disabled; pagination shows ""1/1""","Yes","Medium","Normal_Others",,,,
FUNCTION,"TC_KUDOS_FUN_014","Sun* Kudos - Live Board","Check list behavior","Highlight Carousel","Multiple items","Verify carousel with multiple items","User is logged in. Multiple highlighted kudos exist (5 items).","","1. Navigate to the Highlight section
2. Observe the carousel display","Multiple kudo cards displayed; center card at scale 1.0; adjacent at 0.85; far at 0.75; navigation buttons functional","Yes","High","Normal_Others",,,,
FUNCTION,"TC_KUDOS_FUN_015","Sun* Kudos - Live Board","Check list behavior","Highlight Carousel","Boundary (first/last)","Verify carousel boundary behavior","User is logged in. Carousel has multiple pages.","","1. On first page; verify Button lùi disabled and Button tiến enabled
2. Navigate to last page
3. Verify Button tiến disabled and Button lùi enabled","First page: Button lùi disabled; Button tiến enabled. Last page: Button tiến disabled; Button lùi enabled.","Yes","High","Normal_Others",,,,
FUNCTION,"TC_KUDOS_FUN_016","Sun* Kudos - Live Board","Check component interaction","Tìm kiếm sunner","Search","Verify search highlights matching profiles","User is logged in. Spotlight section visible with names in word cloud.","Search term: ""Nguyen""","1. Scroll to the Spotlight section
2. Click on the ""Tìm kiếm"" search input field
3. Type a Sunner name (e.g.; ""Nguyen"")","Matching profiles highlighted on the spotlight word cloud board","Yes","High","Normal_Others",,,,
FUNCTION,"TC_KUDOS_FUN_017","Sun* Kudos - Live Board","Check component interaction","Tìm kiếm sunner","Search","Verify search with non-existent name","User is logged in. Spotlight section visible.","Search term: ""XYZNONEXISTENT""","1. Click on the ""Tìm kiếm"" search input field
2. Type a name that does not exist (e.g.; ""XYZNONEXISTENT"")","No names highlighted on the spotlight word cloud","Yes","Medium","Abnormal_Others",,,,
FUNCTION,"TC_KUDOS_FUN_018","Sun* Kudos - Live Board","Check component interaction","Tìm kiếm sunner","Search","Verify clearing search resets word cloud","User is logged in. Spotlight section visible.","","1. Click on the ""Tìm kiếm"" search input field
2. Leave the field blank or clear the text","All names return to default display state (no highlighting)","Yes","Medium","Normal_Others",,,,
FUNCTION,"TC_KUDOS_FUN_019","Sun* Kudos - Live Board","Check cross-component effect","Spotlight search","Word cloud highlights matching","Verify search cross-effect on word cloud","User is logged in. Spotlight word cloud has multiple names.","Search term: ""Tran""","1. Type a partial name in the ""Tìm kiếm"" search input (e.g.; ""Tran"")
2. Observe the word cloud","Matching names visually highlighted; non-matching names remain in default state","Yes","High","Normal_Others",,,,
FUNCTION,"TC_KUDOS_FUN_020","Sun* Kudos - Live Board","Check component interaction","Pan zoom button","Toggle","Verify pan/zoom toggle","User is logged in. Spotlight section visible.","","1. Locate the Pan zoom button on the Spotlight board
2. Click the Pan zoom button
3. Click the Pan zoom button again","First click toggles mode; second click toggles back; interaction mode changes accordingly","Yes","Medium","Normal_Others",,,,
FUNCTION,"TC_KUDOS_FUN_021","Sun* Kudos - Live Board","Check business logic","Kudos counter","Total count display","Verify total kudos count displayed correctly","User is logged in. Kudos exist in the system.","","1. Scroll to the Spotlight section
2. Observe the kudos counter at top center of spotlight board","Total kudos count displayed in 48px bold white font; matching actual total in system","Yes","High","Normal_Others",,,,
FUNCTION,"TC_KUDOS_FUN_022","Sun* Kudos - Live Board","Check business logic","Latest kudo notification","Display format","Verify latest kudo notification format","User is logged in. At least one kudo sent recently.","","1. Scroll to the Spotlight section
2. Observe the bottom-left area of spotlight board","Latest kudo notification displayed: ""HH:mmPM [Name] đã nhận được một Kudos mới""","Yes","Medium","Normal_Others",,,,
FUNCTION,"TC_KUDOS_FUN_023","Sun* Kudos - Live Board","Check component interaction","Hearts button","Toggle","Verify heart like/unlike toggle","User is logged in. A kudo post visible in feed.","","1. Locate a kudo post in the ALL KUDOS feed
2. Click the Hearts button
3. Click the Hearts button again","First click: heart toggles (not liked -> liked); second click: toggles back; like count updates","Yes","High","Normal_Others",,,,
FUNCTION,"TC_KUDOS_FUN_024","Sun* Kudos - Live Board","Check state transition","Hearts button","Not liked -> Liked","Verify heart state changes to liked","User is logged in. A kudo post not yet liked is visible.","","1. Locate a kudo post with gray (not liked) heart
2. Click the Hearts button","Heart icon changes from gray to colored (liked); like count increases by 1","Yes","High","Normal_Others",,,,
FUNCTION,"TC_KUDOS_FUN_025","Sun* Kudos - Live Board","Check state transition","Hearts button","Liked -> Not liked","Verify heart state changes to not liked","User is logged in. A kudo post already liked is visible.","","1. Locate a kudo post with colored (liked) heart
2. Click the Hearts button","Heart icon changes from colored to gray (not liked); like count decreases by 1","Yes","High","Normal_Others",,,,
FUNCTION,"TC_KUDOS_FUN_026","Sun* Kudos - Live Board","Check business logic","Hearts button","Like count update","Verify like count increments and decrements correctly","User is logged in. A kudo post with known like count.","","1. Note current like count
2. Click Hearts button to like
3. Verify count
4. Click Hearts button to unlike","After liking: count +1; after unliking: count -1; returns to original value","Yes","High","Normal_Others",,,,
FUNCTION,"TC_KUDOS_FUN_027","Sun* Kudos - Live Board","Check component interaction","Copy link button","Copy","Verify copy link copies URL to clipboard","User is logged in. A kudo post visible in feed.","","1. Locate a kudo post in the feed
2. Click the Copy link button","Kudo URL copied to clipboard; toast confirmation displayed","Yes","High","Normal_Others",,,,
FUNCTION,"TC_KUDOS_FUN_028","Sun* Kudos - Live Board","Check navigation behavior","View detail link","Kudo detail page","Verify view detail navigates to kudo detail page","User is logged in. A kudo post visible in feed.","","1. Locate a kudo post in the feed
2. Click the ""View detail"" link in the action bar","User navigated to kudo detail page for selected kudo","Yes","High","Normal_Others",,,,
FUNCTION,"TC_KUDOS_FUN_029","Sun* Kudos - Live Board","Check component interaction","Avatar hover","Preview popup","Verify avatar hover shows profile preview","User is logged in. A kudo post with avatars visible.","","1. Locate a kudo post
2. Hover over the sender avatar
3. Move away then hover over the receiver avatar","Preview popup showing user profile info displayed on hover for both sender and receiver","Yes","Medium","Normal_Others",,,,
FUNCTION,"TC_KUDOS_FUN_030","Sun* Kudos - Live Board","Check navigation behavior","Avatar click","User profile page","Verify avatar click navigates to profile","User is logged in. A kudo post with avatars visible.","","1. Locate a kudo post
2. Click on the sender or receiver avatar","User navigated to profile page of clicked user","Yes","Medium","Normal_Others",,,,
FUNCTION,"TC_KUDOS_FUN_031","Sun* Kudos - Live Board","Check navigation behavior","Name click","User profile page","Verify name click navigates to profile","User is logged in. A kudo post with names visible.","","1. Locate a kudo post
2. Click on the sender or receiver name link","User navigated to profile page of clicked user","Yes","Medium","Normal_Others",,,,
FUNCTION,"TC_KUDOS_FUN_032","Sun* Kudos - Live Board","Check list behavior","Kudos feed","Empty list","Verify empty feed state","User is logged in. No kudos exist in the system.","","1. Navigate to the ALL KUDOS section
2. Observe the feed area","Empty state displayed (no kudo cards); no errors","Yes","Medium","Abnormal_Others",,,,
FUNCTION,"TC_KUDOS_FUN_033","Sun* Kudos - Live Board","Check list behavior","Kudos feed","Multiple items","Verify feed displays multiple kudos","User is logged in. Multiple kudos exist.","","1. Navigate to the ALL KUDOS section
2. Observe the feed","Multiple kudo post cards displayed with correct sender/receiver info; content; hashtags; action bars","Yes","High","Normal_Others",,,,
FUNCTION,"TC_KUDOS_FUN_034","Sun* Kudos - Live Board","Check list behavior","Kudos feed","Pagination/Load more","Verify cursor-based load more in feed","User is logged in. More kudos than initial page load.","","1. Navigate to the ALL KUDOS section
2. Scroll to bottom of feed or locate load more trigger
3. Trigger load more","Next batch of kudos loaded via cursor-based pagination and appended to feed","Yes","High","Normal_Others",,,,
FUNCTION,"TC_KUDOS_FUN_035","Sun* Kudos - Live Board","Check business logic","Kudos feed","Sort order (newest first)","Verify feed sorted newest first","User is logged in. Multiple kudos with different timestamps.","","1. Navigate to the ALL KUDOS section
2. Observe the order of kudo posts","Kudos displayed in descending order by creation time (newest first)","Yes","High","Normal_Others",,,,
FUNCTION,"TC_KUDOS_FUN_036","Sun* Kudos - Live Board","Check business logic","Kudo post content","Truncation (max 5 lines)","Verify feed post content truncated at 5 lines","User is logged in. A kudo post with content longer than 5 lines exists.","","1. Navigate to the ALL KUDOS section
2. Locate a kudo post with long content
3. Observe the content area","Content truncated at 5 lines with ""..."" at the end","Yes","Medium","Normal_Others",,,,
FUNCTION,"TC_KUDOS_FUN_037","Sun* Kudos - Live Board","Check business logic","Highlight kudo content","Truncation (max 3 lines)","Verify highlight card content truncated at 3 lines","User is logged in. A highlighted kudo with content longer than 3 lines.","","1. Scroll to the Highlight Carousel
2. Locate a kudo card with long content
3. Observe the appreciation message area","Content truncated at 3 lines with ""..."" at the end","Yes","Medium","Normal_Others",,,,
FUNCTION,"TC_KUDOS_FUN_038","Sun* Kudos - Live Board","Check component interaction","Hashtag in post","Filter apply","Verify clicking hashtag in post filters feed","User is logged in. A kudo post with hashtags visible in feed.","","1. Locate a kudo post with hashtag tags in ALL KUDOS section
2. Click on a hashtag tag in the post","Feed filtered to show only kudos containing clicked hashtag","Yes","High","Normal_Others",,,,
FUNCTION,"TC_KUDOS_FUN_039","Sun* Kudos - Live Board","Check cross-component effect","Hashtag in post click","Feed filters to matching","Verify hashtag click cross-effect on feed","User is logged in. Multiple kudos with different hashtags.","","1. Locate a kudo post with a specific hashtag (e.g.; ""#Dedicated"")
2. Click on the hashtag
3. Observe the feed","Feed updates to display only kudos with clicked hashtag; others no longer visible","Yes","High","Normal_Others",,,,
FUNCTION,"TC_KUDOS_FUN_040","Sun* Kudos - Live Board","Check business logic","Stats sidebar","User stats display","Verify stats sidebar shows correct user statistics","User is logged in. User has sent/received kudos and secret boxes.","","1. Navigate to the ALL KUDOS section
2. Observe the Stats sidebar on the right","Sidebar displays correct values: Kudos received; Kudos sent; Hearts received; Secret Boxes opened; Secret Boxes unopened","Yes","High","Normal_Others",,,,
FUNCTION,"TC_KUDOS_FUN_041","Sun* Kudos - Live Board","Check component interaction","Button mở quà","Open","Verify click opens secret box dialog","User is logged in. User has at least one unopened secret box.","","1. Locate the ""Mở quà"" button in the Stats sidebar
2. Click the ""Mở quà"" button","Open Secret Box dialog opened","Yes","High","Normal_Others",,,,
FUNCTION,"TC_KUDOS_FUN_042","Sun* Kudos - Live Board","Check state transition","Button mở quà","Has unopened -> Enabled","Verify button enabled/disabled based on unopened boxes","User is logged in.","","1. Observe ""Mở quà"" button when user has unopened secret boxes
2. Observe ""Mở quà"" button when user has zero unopened secret boxes","With unopened boxes: button enabled and clickable; with zero boxes: button disabled","Yes","High","Normal_Others",,,,
FUNCTION,"TC_KUDOS_FUN_043","Sun* Kudos - Live Board","Check business logic","Top receivers leaderboard","Display top 10","Verify top 10 receivers displayed","User is logged in. Multiple Sunners have received gifts.","","1. Locate ""10 SUNNER NHẬN QUÀ MỚI NHẤT"" section in Stats sidebar
2. Observe the leaderboard","Top 10 most recent gift receivers displayed with avatar (colored border); name (gold); ""Đã nhận ticket"" label","Yes","High","Normal_Others",,,,
FUNCTION,"TC_KUDOS_FUN_044","Sun* Kudos - Live Board","Check business logic","Highlight kudos","Sort by most liked","Verify highlights sorted by most liked","User is logged in. Multiple highlighted kudos with different like counts.","","1. Scroll to the Highlight Carousel
2. Observe the order of kudo cards","Highlighted kudos sorted by most likes (descending); equal likes sorted by newest first","Yes","High","Normal_Others",,,,
FUNCTION,"TC_KUDOS_FUN_045","Sun* Kudos - Live Board","Check business logic","Spotlight word cloud","Name positioning no overlap","Verify word cloud names do not overlap","User is logged in. Multiple names in spotlight word cloud.","","1. Scroll to the Spotlight section
2. Observe the word cloud display","All names positioned using grid-based layout with jitter; no names overlap; opacity varies by kudos count (0.4 to 1.0)","Yes","Medium","Normal_Others",,,,
FUNCTION,"TC_KUDOS_FUN_046","Sun* Kudos - Live Board","Check business logic","Time display","Format HH:mm - MM/DD/YYYY","Verify time display format","User is logged in. Kudo posts with timestamps visible.","","1. Locate a kudo post in feed or highlight carousel
2. Observe the posted time display","Time displayed in format ""HH:mm - MM/DD/YYYY"" (e.g.; ""08:30 - 03/17/2026"")","Yes","Medium","Normal_Others",,,,
FUNCTION,"TC_KUDOS_FUN_047","Sun* Kudos - Live Board","Check business logic","Hearts button","Like count update","Verify like persists after page refresh","User is logged in. A kudo post is visible.","","1. Like a kudo post by clicking Hearts button
2. Refresh the page
3. Observe the like count","Like count persists after refresh; confirming database save","Yes","High","Data and Database Integrity Testing",,,,
FUNCTION,"TC_KUDOS_FUN_048","Sun* Kudos - Live Board","Check business logic","Kudos feed","Sort order (newest first)","Verify new kudo appears at top after refresh","User is logged in. Another user sends a new kudo.","","1. Observe current feed order
2. Have another user send a new kudo
3. Refresh the page","Newly sent kudo appears at top of feed; maintaining newest-first order","Yes","High","Data and Database Integrity Testing",,,,
FUNCTION,"TC_KUDOS_FUN_049","Sun* Kudos - Live Board","Check business logic","Stats sidebar","User stats display","Verify stats update after sending kudo","User is logged in. User sends a new kudo.","","1. Note current stats values in sidebar
2. Send a new kudo via the send kudos dialog
3. Return to Live Board and observe stats sidebar","Kudos sent count incremented by 1; reflecting updated database value","Yes","High","Data and Database Integrity Testing",,,,
