Section,TC_ID,Page_Name,Category,Sub_Category,Sub_Sub_Category,Test_Objective,Precondition,Test_Data,Steps,Expected_Result,Specs,Priority,Testcase_Type,Test_Result,Executed_Date,Tester,Note
Addlink Box,FN-017,Addlink Box,FUNCTION,Link Field,Valid Input,Verify Link field accepts URLs with encoded characters,Modal is open,"""https://example.com/path/%E3%83%86%E3%82%B9%E3%83%88""","1. Enter valid text in Text field
2. Enter encoded URL in Link field
3. Click Save",Data saved successfully.,"C, C.2",Low,Normal,,,,
Addlink Box,FN-018,Addlink Box,FUNCTION,Link Field,Boundary,Verify Link field with minimum length URL (5 chars),Modal is open,"""h://a"" (5 characters)","1. Enter valid text in Text field
2. Enter 5-char URL in Link field
3. Click Save",Depends on URL format validation.,"C, C.2",High,Normal,,,,
Addlink Box,FN-019,Addlink Box,FUNCTION,Link Field,Boundary,Verify Link field with min+1 length URL (6 chars),Modal is open,"""http:a"" (6 characters)","1. Enter valid text in Text field
2. Enter 6-char URL in Link field
3. Click Save",Depends on URL format validation.,"C, C.2",Medium,Normal,,,,
Addlink Box,FN-020,Addlink Box,FUNCTION,Link Field,Boundary,Verify Link field accepts maximum length URL (2048 chars),Modal is open,Valid URL of 2048 characters,"1. Enter valid text in Text field
2. Enter 2048-char valid URL in Link field
3. Click Save",Data saved successfully.,"C, C.2",High,Normal,,,,
Addlink Box,FN-021,Addlink Box,FUNCTION,Link Field,Boundary,Verify Link field with max-1 length URL (2047 chars),Modal is open,Valid URL of 2047 characters,"1. Enter valid text in Text field
2. Enter 2047-char valid URL in Link field
3. Click Save",Data saved successfully.,"C, C.2",Medium,Normal,,,,
Addlink Box,FN-022,Addlink Box,FUNCTION,Link Field,Invalid Input,Verify error when Link field is empty,Modal is open,(empty),"1. Enter valid text in Text field
2. Leave Link field empty
3. Click Save",Error message displayed. Modal remains open.,"C, C.2",High,Normal,,,,
Addlink Box,FN-023,Addlink Box,FUNCTION,Link Field,Invalid Input,Verify error for URL without http/https protocol,Modal is open,"""example.com""","1. Enter valid text in Text field
2. Enter ""example.com"" in Link field
3. Blur Link field
4. Click Save",Error message displayed indicating invalid URL format.,"C, C.2",High,Normal,,,,
Addlink Box,FN-024,Addlink Box,FUNCTION,Link Field,Invalid Input,Verify error for non-URL text in Link field,Modal is open,"""not a url at all""","1. Enter valid text in Text field
2. Enter ""not a url at all"" in Link field
3. Click Save",Error message displayed indicating invalid URL format.,"C, C.2",High,Normal,,,,
Addlink Box,FN-025,Addlink Box,FUNCTION,Link Field,Invalid Input,Verify error when URL exceeds maximum length (2049 chars),Modal is open,2049-character URL string,"1. Enter valid text in Text field
2. Enter 2049-char URL in Link field
3. Click Save",Input truncated or error message displayed.,"C, C.2",High,Normal,,,,
Addlink Box,FN-026,Addlink Box,FUNCTION,Link Field,Invalid Input,Verify error when URL is below minimum length (4 chars),Modal is open,"""http"" (4 characters)","1. Enter valid text in Text field
2. Enter ""http"" in Link field
3. Click Save",Error message displayed.,"C, C.2",Medium,Normal,,,,
Addlink Box,FN-027,Addlink Box,FUNCTION,Link Field,Invalid Input,Verify URL validation triggers on field blur,Modal is open,"""invalid-url""","1. Enter ""invalid-url"" in Link field
2. Click into Text field (blur Link field)",Error message displayed immediately on blur.,"C, C.2",Medium,Normal,,,,
Addlink Box,FN-028,Addlink Box,FUNCTION,Save Action,Success,Verify successful save with valid Text and Link values,Modal is open,"Text: ""My Link"", Link: ""https://example.com""","1. Enter ""My Link"" in Text field
2. Enter ""https://example.com"" in Link field
3. Click Save (Luu)","Data saved successfully. Modal closes. Link added to parent page/component.","D.2, B, C",High,Normal,,,,
Addlink Box,FN-029,Addlink Box,FUNCTION,Save Action,Failure,Verify errors when both fields are empty,Modal is open,(both fields empty),"1. Leave both fields empty
2. Click Save (Luu)",Error messages displayed for both fields. Modal remains open.,"D.2, B, C",High,Normal,,,,
Addlink Box,FN-030,Addlink Box,FUNCTION,Save Action,Success,Verify no duplicate submission on double-click Save,Modal is open with valid data,"Text: ""My Link"", Link: ""https://example.com""","1. Enter valid data in both fields
2. Double-click the Save (Luu) button",Only one link saved. No duplicate entries created.,D.2,Medium,Normal,,,,
Addlink Box,FN-031,Addlink Box,FUNCTION,Save Action,Success,Verify Save can be triggered via keyboard (Tab + Enter),Modal is open with valid data,,"1. Enter valid data in both fields
2. Press Tab to focus Save button
3. Press Enter",Data saved successfully. Modal closes.,D.2,Medium,Normal,,,,
Addlink Box,FN-032,Addlink Box,FUNCTION,Cancel Action,Discard,Verify Cancel discards entered data,Modal is open,,"1. Enter ""Some text"" in Text field
2. Enter ""https://example.com"" in Link field
3. Click Cancel (Huy)",Modal closes. No data saved. Entered data is discarded.,D.1,High,Normal,,,,
Addlink Box,FN-033,Addlink Box,FUNCTION,Cancel Action,Discard,Verify Cancel works when fields are empty,Modal is open,,1. Click Cancel (Huy) without entering any data,Modal closes without error.,D.1,Medium,Normal,,,,
Addlink Box,FN-034,Addlink Box,FUNCTION,Cancel Action,Discard,Verify no error on double-clicking Cancel,Modal is open,,1. Double-click the Cancel (Huy) button,Modal closes normally. No error occurs.,D.1,Low,Normal,,,,
Addlink Box,FN-035,Addlink Box,FUNCTION,Security,XSS/Injection,Verify SQL injection handled safely in Text field,Modal is open,"""'; DROP TABLE users; --""","1. Enter ""'; DROP TABLE users; --"" in Text field
2. Enter valid URL in Link field
3. Click Save",Input treated as plain text. No SQL execution. Data saved safely or rejected.,"B, B.2",High,Normal,,,,
Addlink Box,FN-036,Addlink Box,FUNCTION,Security,XSS/Injection,Verify XSS prevention in Text field,Modal is open,"""<script>alert('XSS')</script>""","1. Enter ""<script>alert('XSS')</script>"" in Text field
2. Enter valid URL in Link field
3. Click Save",Input sanitized. No script execution. Content escaped or rejected.,"B, B.2",High,Normal,,,,
Addlink Box,FN-037,Addlink Box,FUNCTION,Security,XSS/Injection,Verify JavaScript protocol URLs are rejected in Link field,Modal is open,"""javascript:alert('XSS')""","1. Enter valid text in Text field
2. Enter ""javascript:alert('XSS')"" in Link field
3. Click Save",URL rejected as invalid format. Only http/https protocols accepted.,"C, C.2",High,Normal,,,,
Addlink Box,FN-038,Addlink Box,FUNCTION,Keyboard,Tab Order,Verify correct tab order and focus trap within modal,Modal is open,,1. Press Tab repeatedly from the first focusable element,"Focus moves: Text input -> Link input -> Cancel button -> Save button -> loops back. Focus remains trapped within modal.","B.2, C.2, D.1, D.2",Medium,Normal,,,,
Addlink Box,FN-039,Addlink Box,FUNCTION,Keyboard,Copy/Paste,Verify copy/paste works correctly in input fields,Modal is open,"Clipboard: ""https://example.com""","1. Copy a URL to clipboard
2. Click into the Link field
3. Press Ctrl+V (Cmd+V on Mac)",Text pasted correctly into the field.,"B.2, C.2",Medium,Normal,,,,
Addlink Box,FN-040,Addlink Box,FUNCTION,Keyboard,Page Reload,Verify behavior when page is reloaded with modal open,Modal is open with data entered,,"1. Enter data in both fields
2. Reload the page (F5 or Ctrl+R)",Modal closes. Entered data is lost. Page returns to default state.,"A, B, C, D",Low,Normal,,,,
