Section,TC_ID,Page_Name,Category,Sub_Category,Sub_Sub_Category,Test_Objective,Precondition,Test_Data,Steps,Expected_Result,Specs,Priority,Testcase_Type,Test_Result,Executed_Date,Tester,Note
FUNCTION,TC_HOMEPAGE_FUN_001,Homepage SAA,FUNCTION,Award Card Interaction,,Verify clicking an award card thumbnail navigates to Awards Information with correct hashtag,User is on the Homepage SAA,,"1. Click the thumbnail image of the 'Top Talent' award card (C2.1.1)","1. User is navigated to the Awards Information page
2. URL contains hashtag with the slug of 'Top Talent' category
3. Browser auto-scrolls to the Top Talent section on the Awards Information page","C2.1.1, C2.1",High,Functionality,,,,
FUNCTION,TC_HOMEPAGE_FUN_002,Homepage SAA,FUNCTION,Award Card Interaction,,Verify clicking an award card title navigates to Awards Information with correct hashtag,User is on the Homepage SAA,,"1. Click the title text 'Top Talent' on the award card (C2.1.2)","1. User is navigated to the Awards Information page
2. URL contains hashtag with the slug of 'Top Talent' category
3. Browser auto-scrolls to the correct section",C2.1.2,High,Functionality,,,,
FUNCTION,TC_HOMEPAGE_FUN_003,Homepage SAA,FUNCTION,Award Card Interaction,,Verify clicking 'Chi tiet' link on an award card navigates to Awards Information with correct hashtag,User is on the Homepage SAA,,"1. Click the 'Chi tiet' link on the 'Top Talent' award card (C2.1.4)","1. User is navigated to the Awards Information page
2. URL contains hashtag with the slug of 'Top Talent' category
3. Browser auto-scrolls to the correct section",C2.1.4,High,Functionality,,,,
FUNCTION,TC_HOMEPAGE_FUN_004,Homepage SAA,FUNCTION,Award Card Interaction,,Verify all 6 award cards navigate to their respective sections on Awards Information page,User is on the Homepage SAA,,"1. Click 'Chi tiet' on 'Top Project' card (C2.2)
2. Navigate back, click 'Chi tiet' on 'Top Project Leader' card (C2.3)
3. Navigate back, click 'Chi tiet' on 'Best Manager' card (C2.4)
4. Navigate back, click 'Chi tiet' on 'Signature 2025 - Creator' card (C2.5)
5. Navigate back, click 'Chi tiet' on 'MVP' card (C2.6)","1. Each card navigates to the Awards Information page with the correct hashtag slug
2. Browser auto-scrolls to the corresponding award category section
3. All 6 cards function correctly","C2.2, C2.3, C2.4, C2.5, C2.6",High,Functionality,,,,
FUNCTION,TC_HOMEPAGE_FUN_005,Homepage SAA,FUNCTION,Countdown Timer,,Verify the countdown timer counts down in real-time,Event datetime is set to a future date via environment variable,"Event datetime in ISO-8601 format (e.g., future date)","1. Navigate to the Homepage SAA
2. Note the current countdown values (Days, Hours, Minutes)
3. Wait for 1 minute
4. Observe the countdown values again","1. Minutes value decreases by 1 after 1 minute
2. Hours and Days adjust correctly when Minutes reaches 00
3. All values remain zero-padded (2 digits)","B1.3, B1.3.1, B1.3.2, B1.3.3",High,Functionality,,,,
FUNCTION,TC_HOMEPAGE_FUN_006,Homepage SAA,FUNCTION,Countdown Timer,,Verify 'Coming soon' label is hidden and countdown shows 00 when event time has passed,Event datetime is in the past,Event datetime set to a past ISO-8601 value,"1. Set the event datetime environment variable to a past date
2. Navigate to the Homepage SAA","1. Countdown displays '00' for DAYS, '00' for HOURS, '00' for MINUTES
2. 'Coming soon' subtitle is hidden/not visible","B1.2, B1.3",High,Functionality,,,,
FUNCTION,TC_HOMEPAGE_FUN_007,Homepage SAA,FUNCTION,Countdown Timer,,Verify the countdown timer reads the event datetime from environment variable,Access to environment variable configuration,"Custom future datetime in ISO-8601 format (e.g., 2026-12-31T18:30:00+07:00)","1. Set the event datetime environment variable to a specific future date
2. Start/restart the application
3. Navigate to the Homepage SAA
4. Calculate expected Days, Hours, Minutes from current time to the configured datetime","1. Countdown displays values matching the configured datetime
2. Days, Hours, Minutes correspond to the time difference between now and the configured event date",B1,Medium,Functionality,,,,
FUNCTION,TC_HOMEPAGE_FUN_008,Homepage SAA,FUNCTION,Cross-browser,,Verify all functional behaviors work consistently across major browsers,"User has access to Chrome, Firefox, Safari, and Edge browsers",,"1. Open the Homepage SAA in Chrome and verify: navigation, countdown, card clicks, widget
2. Repeat in Firefox
3. Repeat in Safari
4. Repeat in Edge","1. All navigation links work in all browsers
2. Countdown timer updates correctly in all browsers
3. Award card hover and click behaviors work in all browsers
4. Widget button functions in all browsers
5. No broken links in any browser","A1, B1, C2, D1, 6",Medium,Functionality,,,,
FUNCTION,TC_HOMEPAGE_FUN_009,Homepage SAA,FUNCTION,CTA Buttons,,Verify clicking 'ABOUT AWARDS' button navigates to Awards Information page,User is on the Homepage SAA,,"1. Click the 'ABOUT AWARDS' button (B3.1) in the hero section","1. User is navigated to the Awards Information page
2. Page loads correctly",B3.1,High,Functionality,,,,
FUNCTION,TC_HOMEPAGE_FUN_010,Homepage SAA,FUNCTION,CTA Buttons,,Verify clicking 'ABOUT KUDOS' button navigates to Sun* Kudos page,User is on the Homepage SAA,,"1. Click the 'ABOUT KUDOS' button (B3.2) in the hero section","1. User is navigated to the Sun* Kudos page
2. Page loads correctly",B3.2,High,Functionality,,,,
FUNCTION,TC_HOMEPAGE_FUN_011,Homepage SAA,FUNCTION,Kudos Section,,Verify clicking 'Chi tiet' button in Kudos section navigates to Sun* Kudos page,User is on the Homepage SAA,,"1. Scroll to the Sun* Kudos section
2. Click the 'Chi tiet' button (D2.1)","1. User is navigated to the Sun* Kudos page
2. Page loads correctly",D2.1,High,Functionality,,,,
FUNCTION,TC_HOMEPAGE_FUN_012,Homepage SAA,FUNCTION,Language Switcher,,Verify clicking the language switcher opens the language menu and switches language,"User is on the Homepage SAA, current language is VN",,"1. Click the language button showing 'VN' (A1.7)
2. Select 'EN' from the dropdown","1. Language menu opens with options: VN, EN
2. After selecting EN, the interface switches to English
3. Language button now displays 'EN'",A1.7,Medium,Functionality,,,,
FUNCTION,TC_HOMEPAGE_FUN_013,Homepage SAA,FUNCTION,Navigation - Footer,,Verify footer logo click navigates to homepage top,"User is on the Homepage SAA, scrolled to the footer",,"1. Scroll to the footer
2. Click the footer logo (7.1)",1. Page scrolls to the top of the Homepage SAA,7.1,Medium,Functionality,,,,
FUNCTION,TC_HOMEPAGE_FUN_014,Homepage SAA,FUNCTION,Navigation - Footer,,Verify footer navigation links navigate to correct pages,User is on the Homepage SAA,,"1. Scroll to the footer
2. Click 'About SAA 2025' link (7.2)
3. Navigate back, click 'Awards Information' link (7.3)
4. Navigate back, click 'Sun* Kudos' link (7.4)","1. 'About SAA 2025' navigates to the About SAA 2025 page
2. 'Awards Information' navigates to the Awards Information page
3. 'Sun* Kudos' navigates to the Sun* Kudos page","7.2, 7.3, 7.4",Medium,Functionality,,,,
FUNCTION,TC_HOMEPAGE_FUN_015,Homepage SAA,FUNCTION,Navigation - Header,,Verify clicking the logo navigates to the homepage,User is on the Homepage SAA,,"1. Click the logo (A1.1) in the header","1. Page scrolls to the top of the Homepage SAA
2. URL remains the homepage URL",A1.1,High,Functionality,,,,
FUNCTION,TC_HOMEPAGE_FUN_016,Homepage SAA,FUNCTION,Navigation - Header,,Verify clicking 'About SAA 2025' link when already selected scrolls to top,"User is on the Homepage SAA, 'About SAA 2025' is in selected state",,"1. Scroll down the page
2. Click 'About SAA 2025' link (A1.2) in the header","1. Page scrolls to the top
2. 'About SAA 2025' remains in selected state (yellow/underline)",A1.2,Medium,Functionality,,,,
FUNCTION,TC_HOMEPAGE_FUN_017,Homepage SAA,FUNCTION,Navigation - Header,,Verify clicking 'Awards Information' link navigates to Awards Information page,User is on the Homepage SAA,,"1. Click 'Awards Information' link (A1.3) in the header","1. User is navigated to the Awards Information page
2. Awards Information page loads correctly",A1.3,High,Functionality,,,,
FUNCTION,TC_HOMEPAGE_FUN_018,Homepage SAA,FUNCTION,Navigation - Header,,Verify clicking 'Sun* Kudos' link navigates to the Sun* Kudos page,User is on the Homepage SAA,,"1. Click 'Sun* Kudos' link (A1.5) in the header","1. User is navigated to the Sun* Kudos page
2. Sun* Kudos page loads correctly",A1.5,High,Functionality,,,,
FUNCTION,TC_HOMEPAGE_FUN_019,Homepage SAA,FUNCTION,Navigation - Header,,Verify no broken links exist on the Homepage SAA,User is on the Homepage SAA,,"1. Use a link checker tool (e.g., Chrome extension 'Check My Links') on the Homepage SAA
2. Verify all internal and external links","1. No broken links (404 or other error responses) are found
2. All links resolve to valid pages","A1, B3, C2, D1, 7",Medium,Functionality,,,,
FUNCTION,TC_HOMEPAGE_FUN_020,Homepage SAA,FUNCTION,Notification,,Verify clicking the notification bell icon opens the notification panel,User is logged in and on the Homepage SAA,,"1. Click the notification bell icon (A1.6)","1. Notification panel opens
2. Panel displays list of notifications (if any)",A1.6,Medium,Functionality,,,,
FUNCTION,TC_HOMEPAGE_FUN_021,Homepage SAA,FUNCTION,Notification,,Verify notification badge displays when there are unread notifications,User is logged in and has unread notifications,User account with unread notifications,"1. Navigate to the Homepage SAA
2. Observe the notification bell icon",1. Red badge displays on the notification bell icon indicating unread notifications,A1.6,Medium,Functionality,,,,
FUNCTION,TC_HOMEPAGE_FUN_022,Homepage SAA,FUNCTION,Scrolling,,Verify the header remains fixed/sticky when scrolling the page,User is on the Homepage SAA,,"1. Scroll down the page using mouse wheel
2. Scroll down using keyboard (Page Down, Arrow Down)
3. Scroll back up","1. Header remains fixed at the top of the viewport during all scroll actions
2. Header does not move or disappear
3. All header elements remain functional while scrolling",A1,Medium,Functionality,,,,
FUNCTION,TC_HOMEPAGE_FUN_023,Homepage SAA,FUNCTION,User Menu,,Verify clicking the user avatar opens the profile dropdown menu,User is logged in and on the Homepage SAA,,"1. Click the user avatar icon (A1.8)","1. Profile dropdown menu opens
2. Menu contains: Profile, Sign out options",A1.8,High,Functionality,,,,
FUNCTION,TC_HOMEPAGE_FUN_024,Homepage SAA,FUNCTION,User Menu,,Verify Sign out option logs the user out,User is logged in and on the Homepage SAA,,"1. Click the user avatar icon (A1.8)
2. Click 'Sign out' from the dropdown","1. User is logged out
2. Page refreshes/redirects to reflect unauthenticated state
3. Header no longer shows user-specific controls",A1.8,High,Functionality,,,,
FUNCTION,TC_HOMEPAGE_FUN_025,Homepage SAA,FUNCTION,Widget Button,,Verify clicking the floating widget button opens the quick action menu,User is on the Homepage SAA,,"1. Click the floating widget button (6) at the bottom-right","1. Quick action menu opens
2. Menu displays available action options",6,Medium,Functionality,,,,
